Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_unpasteur,Contact with or consumption of unpasteurised milk or dairy products,"1, Yes | 0, No | 99, Unknown",This refers to contact with or consumption of unpasteurised milk or dairy products which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_visitzoo,"Visit to live animal market, farm or zoo","1, Yes | 0, No | 99, Unknown","This refers to visit to live animal market, farm or zoo which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_animalsurg,Participated in animal surgery or necropsy,"1, Yes | 0, No | 99, Unknown",This refers to participation in animal surgery or necropsy which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_other,Other animal contact not listed above ,"1, Yes | 0, No | 99, Unknown","This refers to other animal contact, not listed above, which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_oth,Specify animal contacts not listed above,,"This refers to other animal contact, not listed above, which occurred in the last 14 days.","If 'Yes', specify any other animal contact with occurred in the last 14 days.",
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_animalcon_othtype,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 88, Other | 99, Unknown","This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_house,Any unwell household members in the two weeks prior to the admission of case?,"1, Yes | 0, No | 99, Unknown",This refers to any household members of the suspected/confirmed case being unwell in the two weeks prior to the admission of the case. ,Indicate 'Yes' if any household members of the suspected/confirmed case were unwell in the two weeks prior to the admission of the case. ,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_house_spec,Which system(s) are affected? (tick all that apply),"1, Respiratory | 2, Gastrointestinal | 3, Cardiovascular | 4, Central Nervous system | 5, Peripheral Nervous system | 6, Mucocutaneous | 7, Ocualar | 88, Other | 99, Unknown",This refers to the body system(s) of the unwell household members which were affected during the illness.,Select all the system(s) which were affected.,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_house_oth,If other: Specify system(s) affected,,This refers to the body system(s) of the unwell household members which were affected during the illness.,"If 'Other', specify the system(s) which were affected.",
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_housecon,Have household members had any contact with a confirmed case of the same infection?,"1, Yes | 0, No | 99, Unknown",This refers to any household member(s) having any form of contact with a confirmed case of the pathogen of interest. ,Indicate 'Yes' if any household member(s) had any form of contact with a confirmed case of the pathogen of interest. ,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_cns,Any neurological comorbidities?,"1, Yes | 0, No | 99, Unknown",This refers to comorbidities relating to the neurological system.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition.",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_chrneurolo,Chronic neurological disorder,"1, Yes | 0, No | 99, Unknown","Includes disorders of the brain, spinal cord, cranial nerves, peripheral nerves, nerve roots, autonomic nervous system, neuromuscular junction, and muscle. This can include any of cerebral palsy, multiple sclerosis, motor neurone disease, muscular dystrophy, myasthenia gravis, Parkinson's disease, stroke, and severe learning difficulty.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition.",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_epilepsy,Epilepsy,"1, Yes | 0, No | 99, Unknown",This refers to a disorder causing recurrent unprovoked seizures,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_dementia,Dementia,"1, Yes | 0, No | 99, Unknown","Defined as evidence from the history and mental status examination that indicates major impairment in learning and memory as well as impairment in at least one of the following: handling complex tasks; reasoning ability; spatial ability and orientation; language. The cognitive symptoms must significantly interfere with the individual's work performance, usual social activities, or relationships with other people. This must represent a significant decline from a previous level of functioning. The disturbances are not occurring exclusively during the course of delirium, and the disturbances are not better accounted for by a major psychiatric diagnosis. Chronic cognitive deficit is included.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition.",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_strokecva,Stroke / cerebrovascular accident,"1, Yes | 0, No | 99, Unknown","Defined as a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition. ",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hemipleg,Hemiplegia,"1, Yes | 0, No | 99, Unknown","This refers to severe or complete loss of motor function on one side of the body; often caused by brain diseases that are localized to the cerebral hemisphere opposite to the side of weakness; less frequently, brain stem lesions; cervical spinal cord diseases, peripheral nervous system diseases, and other conditions may manifest as hemiplegia. ","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition.",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_parapleg,Paraplegia,"1, Yes | 0, No | 99, Unknown","This refers to complete paralysis of the lower half of the body including both legs, often caused by damage to the spinal cord.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition.",
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_cvs,Any cardiovascular comorbidities?,"1, Yes | 0, No | 99, Unknown",Defined as any comorbidities of the cardiovascular system,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition. ",
