Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
expo14_ancon_nhprim_monkey,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con monos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con monos que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_nhprim_ape,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con simios,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con simios que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_nhprim_cttype,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que haya tenido lugar en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta separada). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.
expo14_ancon_rodent,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con roedores,"1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con roedores (por ejemplo, ratas, ratones, ardillas) que se ha producido en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_rodent_rat,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con ratas,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ratas que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_rodent_mice,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con ratones,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ratones que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_rodent_squirrel,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con ardillas,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ardillas que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_rodent_cttype,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que se ha producido en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por venta, compra o intercambio. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta aparte). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.
expo14_ancon_pets,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con animales domésticos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con animales domésticos (excluidos los roedores) que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_pets_cats,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con gatos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con gatos que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_pets_dogs,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con perros,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con perros que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_pets_cttype,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que haya tenido lugar en los últimos 14 días. La caza incluye encontrar o matar animales para alimentarse o por deporte. La preparación incluye desollar, despiezar o descuartizar animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye ingerir partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por vender, comprar o intercambiar animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta separada).",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.
expo14_ancon_wildlife,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con animales salvajes,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con animales considerados salvajes o asilvestrados o no adaptados para el uso doméstico que se haya producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_wildelife_bat,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Contacto con murciélagos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con murciélagos que se haya producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_wildlife_cttype,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que se ha producido en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimentarios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales para su venta, compra o intercambio. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugías o necropsias de animales (pregunta separada).",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.
expo14_ancon_unpasteur,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,"Contacto con leche sin pasteurizar o productos lácteos crudos, o consumo de los mismos","1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con leche o productos lácteos no pasteurizados o al consumo de los mismos en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_visitzoo,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,"Visita a un mercado de animales vivos, una granja o un zoológico","1, Sí | 0, No | 99, Desconocido","Se refiere a la visita a un mercado de animales vivos, una granja o un zoológico en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_animalsurg,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Participación en una cirugía o necropsia de animales,"1, Sí | 0, No | 99, Desconocido",Se refiere a la participación en cirugía o necropsia de animales en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_other,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Otro contacto con animales no mencionado anteriormente,"1, Sí | 0, No | 99, Desconocido","Se refiere a otro contacto con animales, no incluido en la lista anterior, que haya tenido lugar en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.
expo14_ancon_other_spec,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique los contactos con animales no mencionados anteriormente,,"Se refiere a otro contacto con animales, no incluido en la lista anterior, que haya tenido lugar en los últimos 14 días.","Si «Sí», especifique cualquier otro contacto con animales que haya tenido en los últimos 14 días."
expo14_ancon_other_cttype,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que se han producido en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimentarios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por venta, compra o intercambio. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugías o necropsias de animales (pregunta separada).",Seleccione todos los tipos de contacto con animales que haya tenido en los últimos 14 días.
expo14_house,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,¿Algún miembro del hogar ha estado enfermo en las dos semanas anteriores al ingreso del caso?,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier miembro del hogar del caso sospechoso/confirmado que haya estado enfermo en las dos semanas anteriores al ingreso del caso. ,Indique «Sí» si algún miembro del hogar del caso sospechoso/confirmado se ha encontrado mal en las dos semanas anteriores al ingreso del caso.
expo14_house_sys,presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,¿Qué sistema(s) está(n) afectado(s)? (marque todos los que correspondan),"1, Respiratorio | 2, Gastrointestinal | 3, Cardiovascular | 4, Sistema nervioso central | 5, Sistema nervioso periférico | 6, Mucocutáneo | 7, Ocular | 99, Desconocido | 88, Otro",Se refiere al sistema o sistemas corporales de los miembros del hogar que se encontraban enfermos y que se vieron afectados durante la enfermedad.,Seleccione todos los sistemas que se hayan visto afectados.
