Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
presentación,DATOS DEMOGRÁFICOS,demog_residence_oth,text,"Si es diferente del centro sanitario, especifique la región de residencia del paciente.",,,,,,[demog_residence]='2',,Se refiere a la ciudad en la que una persona reside de forma más que temporal o vive de forma permanente.,"Si es «Diferente al centro sanitario», especifique la región de residencia del paciente.",SNOMED,"433178008, City of residence (observable entity)","C2316883, City of residence",,risk_factor_socio,,,1.0,,,,,1.0,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_travel,radio,¿Ha viajado el paciente fuera de su región de residencia en los últimos 14 días?,"1, Sí | 0, No | 99, Desconocido",,,,,,,"Se refiere a los viajes a otra ciudad o región, a otra parte del país o al extranjero, a otro país, en los 14 días anteriores al inicio de los síntomas relacionados con la enfermedad actual.","Indique «Sí» si el paciente ha viajado a otra ciudad o región, a otra parte del país o al extranjero a otro país en los 14 días anteriores al inicio de los síntomas relacionados con la enfermedad actual.",SNOMED,"129018004, Traveling (observable entity)","C0040802, travel",,,,,1.0,1.0,,,,1.0,,,,,,,1.0
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_travel_loc,notes,Especifique todas las ciudades o pueblos y regiones de viaje,,,,,,[expo14_travel] = '1',,Se refiere a todas las ciudades o pueblos y regiones a los que ha viajado el paciente en los 14 días anteriores al inicio de los síntomas relacionados con la enfermedad actual.,"Si el paciente ha viajado fuera de su lugar de residencia habitual en los 14 días anteriores al inicio de los síntomas, introduzca los lugares que ha visitado.",,,,,,,,1.0,1.0,,,,1.0,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_yn,radio,Contacto con casos sospechosos o confirmados del mismo patógeno,"1, Sí | 0, No | 99, Desconocido",,,,,,,"Se refiere a que el paciente tiene antecedentes de contacto con cualquier persona que presente síntomas similares o con un caso confirmado, o con material contaminado de un caso sospechoso o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).","Indique «Sí» si el paciente tiene antecedentes de contacto con cualquier persona que presente síntomas similares o con un caso confirmado, o con material contaminado de un caso sospechoso o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).",,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typecomm,radio,Contacto comunitario,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1',,Se refiere al modo de exposición a un caso sospechoso o confirmado. El contacto comunitario se refiere a la exposición fuera del ámbito sanitario.,Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typevert,radio,Transmisión vertical,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1' and  [demog_calcage_days]<365,,Se refiere al modo de exposición a un caso sospechoso o confirmado. La transmisión vertical se refiere a la transmisión de madre a hijo.,Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,1.0,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typehcw,radio,Exposición de personal sanitario,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1' and  [demog_calcage_days]>5840,,Se refiere al modo de exposición a un caso sospechoso o confirmado. La exposición de los trabajadores sanitarios se refiere a la exposición en un entorno sanitario.,Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typesext,radio,Transmisión sexual,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1' and  [demog_calcage_days]>5840,,Se refiere al modo de exposición a un caso sospechoso o confirmado. La transmisión sexual se refiere a la infección propagada por contacto sexual.,Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typefaml,radio,Contactos familiares/domésticos,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1',,"Se refiere al modo de exposición a un caso sospechoso o confirmado. El contacto familiar/doméstico se refiere a la transmisión de la infección por parte de personas que comparten el mismo lugar de residencia la mayoría de los días (y por lo tanto, con las que es inevitable el contacto cercano continuo).",Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,1.0,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typeschool,radio,Entornos de cuidado infantil/exposición en la escuela,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1',,Se refiere al modo de exposición a un caso sospechoso o confirmado que se produce en entornos de cuidado infantil o en exposiciones relacionadas con la escuela.,Indique «Sí» si el paciente ha estado expuesto a un caso humano sospechoso o confirmado.,,,,,,,,,,,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typeoth,radio,Otro tipo de exposición humana,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_yn]='1',,Se refiere a otros modos de exposición a un caso sospechoso o confirmado no especificados anteriormente.,Indique «Sí» si el paciente ha estado expuesto a un caso sospechoso o confirmado en humanos.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_typeoth_spec,text,Especifique otro tipo de exposición humana,,,,,,[expo14_typeoth]='1',,Se refiere a otros modos de exposición a un caso sospechoso o confirmado no especificados anteriormente.,"Si «Otro», especifique el modo de exposición a un caso sospechoso o confirmado.",,,,,,,,,,1.0,1.0,,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_date,date_dmy,Fecha de contacto con un caso sospechoso o confirmado,,date_dmy,,today,,[expo14_yn]='1',,"Se refiere a la fecha de contacto con cualquier persona que presente síntomas similares o con un caso confirmado conocido, o con material contaminado de un caso sospechoso o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).",Escriba la fecha de contacto con el caso sospechoso o confirmado en humanos en formato DD/MM/AAAA.,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_setting,radio,Entorno de contacto,"1, Hogar | 2, Laboral | 4, Centro sanitario | 99, Desconocido | 88, Otros",,,,,,,Se refiere al entorno en el que la persona puede haber entrado en contacto con un caso sospechoso o confirmado.,Seleccione la opción más adecuada que represente el contexto del contacto con un caso confirmado o sospechoso en humanos.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_setting_oth,text,Especifique otro entorno de contacto,,,,,,[expo14_setting]='88',,Se refiere al entorno en el que la persona puede haber entrado en contacto con un caso sospechoso o confirmado.,"Si «Otro», especifique el contexto del contacto con un caso confirmado o sospechoso.",,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon,radio,"Contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días","1, Sí | 0, No | 99, Desconocido",,,,,,,"Se refiere al contacto con animales, hogares de animales, carnes u otros productos animales que haya tenido lugar en los últimos 14 días.","Indique «Sí» si el paciente ha estado en contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días.",,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_date,date_dmy,Fecha de contacto con la fuente animal sospechosa o confirmada,,date_dmy,,today,,[expo14_ancon]='1',,"Se refiere a la fecha de contacto con animales, hogares de animales, carnes u otros productos animales que haya tenido lugar en los últimos 14 días.","Escriba la fecha del contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días, en formato DD/MM/AAAA.",,,,,,,1.0,,,,,1.0,1.0,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock,radio,Contacto con animales de producción,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_ancon]='1',,"Se refiere al contacto con aves vivas (por ejemplo, pollos, pavos, patos) que haya tenido lugar en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_type,checkbox,Tipo de ganado,"1, Aves de corral/aves | 2, Vacas lecheras/equipos | 3, Otros bovinos | 4, cerdos",,,,,[expo14_ancon_lstock] = '1',,"Se refiere al contacto con aves vivas (por ejemplo, pollos, pavos, patos) que se produjo en los últimos 14 días.",Indique 'Sí' si el paciente experimentó esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_cttype,checkbox,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros",,,,,[expo14_ancon_lstock] = '1',,"Se refiere al tipo o tipos de contacto con animales en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimentarios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para el consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta aparte). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim,radio,Contacto con primates no humanos,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_ancon]='1',,"Se refiere al contacto con primates no humanos (un grupo de mamíferos compuesto por simios  monos y simios  y prosimios, como los lémures) que se ha producido en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim_type,checkbox,Tipo de primates no humanos,"1, monos | 2, simios",,,,,[expo14_ancon_nhprim]='1',,Se refiere al contacto con monos ocurrido en los últimos 14 días.,Indique 'Sí' si el paciente experimentó esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim_cttype,checkbox,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros",,,,,[expo14_ancon_nhprim]='1',,"Se refiere al tipo o tipos de contacto con animales que haya tenido lugar en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta separada). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent,radio,Contacto con roedores,"1, Sí | 0, No | 99, Desconocido",,,,,[expo14_ancon]='1',,"Se refiere al contacto con roedores (por ejemplo, ratas, ratones, ardillas) que se ha producido en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_type,checkbox,Tipo de roedores,"1, ratas | 2, ratones | 3, ardillas",,,,,[expo14_ancon_rodent] = '1',,Se refiere al contacto con ratas ocurrido en los últimos 14 días.,Indique 'Sí' si el paciente experimentó esto en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_cttype,checkbox,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros",,,,,[expo14_ancon_rodent] = '1',,"Se refiere al tipo o tipos de contacto con animales que se ha producido en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por venta, compra o intercambio. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta aparte). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,,,,,,,1.0,,,,,1.0,,,,,,,,
