Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
expo14_ancon_nhprim_monkey,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com macacos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com macacos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_nhprim_ape,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com símios,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com macacos ocorrido nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_nhprim_cttype,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado/mal cozido/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animais doentes ou mortos | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui a ingestão de partes de animais não processadas, mal cozidas ou cruas. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem o contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias de animais (pergunta separada). ",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
expo14_ancon_rodent,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com roedores,"1, Sim | 0, Não | 99, Desconhecido","Refere-se ao contato com roedores (por exemplo, ratos, camundongos, esquilos) que ocorreu nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_rodent_rat,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com ratos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com ratos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_rodent_mice,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com camundongos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com camundongos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_rodent_squirrel,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com esquilos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com esquilos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_rodent_cttype,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseamento | 4, Consumo (não transformado/mal cozinhado/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui a ingestão de partes de animais não processadas, mal cozidas ou cruas. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem o contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias de animais (pergunta separada). ",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
expo14_ancon_pets,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com animais de estimação,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com animais de estimação domésticos (excluindo roedores) que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_pets_cats,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com gatos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com gatos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_pets_dogs,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com cães,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com cães que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_pets_cttype,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado/mal cozido/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animais doentes ou mortos | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais que ocorreu(ram) nos últimos 14 dias. Caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar a área de convivência com animais. O consumo inclui a ingestão de partes não processadas, mal cozidas ou cruas de animais. O comércio inclui o contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias em animais (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
expo14_ancon_wildlife,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com animais selvagens,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com animais considerados selvagens ou não domesticados ou não adaptados para uso doméstico que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_wildelife_bat,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com morcegos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato com morcegos que ocorreu nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_wildlife_cttype,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseamento | 4, Consumo (não transformado/mal cozinhado/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animais doentes ou mortos | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais que ocorreu nos últimos 14 dias. Caça inclui encontrar ou matar animais para alimentação ou esporte. Preparar inclui esfolar, limpar ou abater animais para consumo. Manuseio inclui tocar, acariciar ou compartilhar área de convivência com animais. Consumo inclui ingerir partes de animais não processadas, mal cozidas ou cruas. Comércio inclui contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos refere-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias em animais (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
expo14_ancon_unpasteur,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Contato com ou consumo de leite não pasteurizado ou produtos lácteos crus,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao contato ou consumo de leite não pasteurizado ou produtos lácteos ocorrido nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_visitzoo,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,"Visita a mercado de animais vivos, fazenda ou zoológico","1, Sim | 0, Não | 99, Desconhecido","Refere-se à visita a mercados de animais vivos, fazendas ou zoológicos ocorrida nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_animalsurg,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Participação em cirurgia ou necropsia de animais,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à participação em cirurgias ou necropsias em animais ocorridas nos últimos 14 dias.,Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_other,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Outro contato com animais não listado acima,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a outros contatos com animais, não listados acima, ocorridos nos últimos 14 dias.",Indique “Sim” se o paciente apresentou isso nos últimos 14 dias.
expo14_ancon_other_spec,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique os contatos com animais não listados acima,,"Refere-se a outros contatos com animais, não listados acima, ocorridos nos últimos 14 dias.","Se “Sim”, especifique qualquer outro contato com animais ocorrido nos últimos 14 dias."
expo14_ancon_other_cttype,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado/mal cozido/cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 99, Desconhecido | 88, Outros","Refere-se ao(s) tipo(s) de contato com animais ocorrido(s) nos últimos 14 dias. A caça inclui encontrar ou matar animais para alimentação ou esporte. A preparação inclui esfolar, limpar ou abater animais para consumo. O manuseio inclui tocar, acariciar ou compartilhar o espaço de convivência com animais. O consumo inclui ingerir partes de animais não processadas, mal cozidas ou cruas. Comércio inclui contato com animais proveniente da venda, compra ou troca de animais. Fezes ou ninhos de animais incluem contato com fezes, ninhos ou habitações de animais. Animais doentes ou mortos referem-se ao contato com um animal doente ou morto, mas não à participação em cirurgias ou necropsias de animais (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.
expo14_house,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Algum membro da família apresentou sintomas nas duas semanas anteriores à admissão do caso?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a qualquer membro da família do caso suspeito/confirmado que tenha estado doente nas duas semanas anteriores à admissão do caso. ,Indique “Sim” se algum membro da família do caso suspeito/confirmado esteve indisposto nas duas semanas anteriores à admissão do caso.
expo14_house_sys,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Qual(is) sistema(s) está(ão) afetado(s)? (marque todas as opções aplicáveis),"1, Respiratório | 2, Gastrointestinal | 3, Cardiovascular | 4, Sistema nervoso central | 5, Sistema nervoso periférico | 6, Mucocutâneo | 7, Ocular | 99, Desconhecido | 88, Outros",Refere-se ao(s) sistema(s) corporal(es) dos membros do agregado familiar que estiveram doentes durante a doença.,Selecione todos os sistemas que foram afetados.
expo14_house_sys_oth,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Especifique outro(s) sistema(s) afetado(s),,Refere-se ao(s) sistema(s) corporal(es) dos membros do agregado familiar que estiveram doentes durante a doença.,"Se “Outro”, especifique o(s) sistema(s) afetado(s)."
expo14_housecon,apresentação,HISTÓRICO DE EXPOSIÇÃO NOS ÚLTIMOS 14 DIAS,Algum membro da família teve contato com um caso confirmado da mesma infecção?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a qualquer membro do agregado familiar que tenha tido qualquer tipo de contacto com um caso confirmado do agente patogénico em questão.,Indique “Sim” se algum membro da família teve qualquer tipo de contato com um caso confirmado do patógeno de interesse. 
comor_cns,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Comorbidades neurológicas,,Refere-se a comorbilidades relacionadas com o sistema nervoso.,
comor_chrneurolo,apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,Distúrbio neurológico crônico,"1, Sim | 0, Não | 99, Desconhecido","Inclui distúrbios do cérebro, medula espinhal, nervos cranianos, nervos periféricos, raízes nervosas, sistema nervoso autônomo, junção neuromuscular e músculos. Isso pode incluir qualquer uma das seguintes condições: paralisia cerebral, esclerose múltipla, doença do neurônio motor, distrofia muscular, miastenia gravis, doença de Parkinson, acidente vascular cerebral e dificuldade grave de aprendizagem.",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.
