Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
expo14_ancon_lstock_cttype,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animal malade ou mort | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie d'animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les abris d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
expo14_ancon_nhprim,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des primates non humains,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du contact avec des primates non humains (un groupe de mammifères composé de singes  et de grands singes  et de prosimiens, tels que les lémuriens) au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_nhprim_monkey,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des singes,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des singes au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_nhprim_ape,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des grands singes,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des singes survenu au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_nhprim_cttype,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux survenu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou l'abattage d'animaux à des fins de consommation. La manipulation comprend le fait de toucher, de caresser ou de partager un espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitats d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
expo14_ancon_rodent,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des rongeurs,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du contact avec des rongeurs (par exemple, rats, souris, écureuils) au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_rodent_rat,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des rats,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des rats au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_rodent_mice,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des souris,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des souris au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_rodent_squirrel,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des écureuils,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des écureuils au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_rodent_cttype,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animal malade ou mort | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitations d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
expo14_ancon_pets,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des animaux de compagnie,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des animaux domestiques (à l'exception des rongeurs) au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_pets_cats,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des chats,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des chats au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_pets_dogs,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des chiens,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des chiens au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_pets_cttype,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les abris d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte).",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
expo14_ancon_wildlife,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des animaux sauvages,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des animaux considérés comme sauvages ou féraux ou non adaptés à un usage domestique au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_wildelife_bat,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des chauves-souris,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec des chauves-souris au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_wildlife_cttype,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre","Il s'agit du ou des types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager un espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitats d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte).",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.
expo14_ancon_unpasteur,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec ou consommation de lait non pasteurisé ou de produits laitiers crus,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du contact avec ou de la consommation de lait ou de produits laitiers non pasteurisés au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_visitzoo,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,"Visite d'un marché d'animaux vivants, d'une ferme ou d'un zoo","1, Oui | 0, Non | 99, Inconnu","Il s'agit de la visite d'un marché d'animaux vivants, d'une ferme ou d'un zoo au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_animalsurg,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Participation à une opération chirurgicale ou à une autopsie sur un animal,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la participation à une opération chirurgicale ou à une autopsie sur un animal au cours des 14 derniers jours.,Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_other,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Autre contact avec des animaux non mentionné ci-dessus,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de tout autre contact avec des animaux, non mentionné ci-dessus, au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.
expo14_ancon_other_spec,présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Précisez les contacts avec des animaux non mentionnés ci-dessus,,"Il s'agit de tout autre contact avec des animaux, non mentionné ci-dessus, au cours des 14 derniers jours.","Si « Oui », précisez tout autre contact avec des animaux au cours des 14 derniers jours."
