Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_setting_oth,Especifique otro entorno de contacto,,Se refiere al entorno en el que la persona puede haber entrado en contacto con un caso sospechoso o confirmado.,"Si «Otro», especifique el contexto del contacto con un caso confirmado o sospechoso.","If 'Other', specify the contact setting with a confirmed or suspected case.",,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon,"Contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días","1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con animales, hogares de animales, carnes u otros productos animales que haya tenido lugar en los últimos 14 días.","Indique «Sí» si el paciente ha estado en contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días.","Indicate 'Yes' if the patient was in contact with animals, animal homes, meats or other animal products which occurred in the last 14 days.",,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_date,Fecha de contacto con la fuente animal sospechosa o confirmada,,"Se refiere a la fecha de contacto con animales, hogares de animales, carnes u otros productos animales que haya tenido lugar en los últimos 14 días.","Escriba la fecha del contacto con animales, hogares de animales, carne u otros productos animales en los últimos 14 días, en formato DD/MM/AAAA.","Write the date of contact with animals, animal homes, meats or other animal products which occurred in the last 14 days, in format DD/MM/YYYY.",,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock,Contacto con animales de producción,"1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con aves vivas (por ejemplo, pollos, pavos, patos) que haya tenido lugar en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_bird,"Contacto con aves de corral u otras aves (por ejemplo, pollos, pavos, patos, aves exóticas)","1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con aves vivas (por ejemplo, pollos, pavos, patos) que haya tenido lugar en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_cow,Contacto con vacas lecheras y/o equipo de ordeño,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con vacas lecheras y/o equipos de ordeño que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_othercow,Contacto con ganado bovino distinto de vacas lecheras,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ganado bovino distinto de las vacas lecheras en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_pig,Contacto con cerdos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con cerdos en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_lstock_cttype,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimentarios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para el consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta aparte). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,Select all the type(s) of animal contact which occurred in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim,Contacto con primates no humanos,"1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con primates no humanos (un grupo de mamíferos compuesto por simios  monos y simios  y prosimios, como los lémures) que se ha producido en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim_monkey,Contacto con monos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con monos que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim_ape,Contacto con simios,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con simios que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_nhprim_cttype,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que haya tenido lugar en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta separada). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,Select all the type(s) of animal contact which occurred in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent,Contacto con roedores,"1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con roedores (por ejemplo, ratas, ratones, ardillas) que se ha producido en los últimos 14 días.",Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_rat,Contacto con ratas,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ratas que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_mice,Contacto con ratones,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ratones que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_squirrel,Contacto con ardillas,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con ardillas que se ha producido en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_rodent_cttype,Especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar / poco cocinado / crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 99, Desconocido | 88, Otros","Se refiere al tipo o tipos de contacto con animales que se ha producido en los últimos 14 días. La caza incluye el hallazgo o la muerte de animales con fines alimenticios o deportivos. La preparación incluye el desollado, el despiece o el sacrificio de animales para su consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales sin procesar, poco cocinadas o crudas. El comercio incluye el contacto con animales por venta, compra o intercambio. Las heces o nidos de animales incluyen el contacto con heces, nidos o hogares de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía o necropsia de animales (pregunta aparte). ",Seleccione todos los tipos de contacto con animales que se hayan producido en los últimos 14 días.,Select all the type(s) of animal contact which occurred in the last 14 days.,,
presentación,HISTORIA DE EXPOSICIÓN EN LOS ÚLTIMOS 14 DÍAS,expo14_ancon_pets,Contacto con animales domésticos,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con animales domésticos (excluidos los roedores) que haya tenido lugar en los últimos 14 días.,Indique «Sí» si el paciente ha experimentado esto en los últimos 14 días.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,
